id,date,location,sector,classification,count,capacity,occupancy_rate
30457,2024-08-16,Toronto,Women,Emergency,44,44,100
30458,2024-08-16,Toronto,Women,Transitional,30,30,100
30459,2024-08-16,Toronto,Mixed Adult,Emergency,72,72,100
30461,2024-08-16,Toronto,Women,Emergency,30,30,100
30468,2024-08-16,Toronto,Mixed Adult,Emergency,94,94,100
30470,2024-08-16,Toronto,Women,Emergency,86,86,100
30472,2024-08-16,Toronto,Men,Emergency,78,78,100
30474,2024-08-16,Toronto,Men,Emergency,264,264,100
30476,2024-08-16,Toronto,Men,Emergency,52,52,100
30477,2024-08-16,Toronto,Men,Emergency,46,46,100
30478,2024-08-16,Toronto,Women,Emergency,37,37,100
30479,2024-08-16,Toronto,Men,Emergency,71,71,100
30480,2024-08-16,Toronto,Men,Emergency,50,50,100
30482,2024-08-16,Toronto,Mixed Adult,Emergency,8,8,100
30483,2024-08-16,Toronto,Youth,Emergency,35,35,100
30484,2024-08-16,Toronto,Mixed Adult,Emergency,32,32,100
30487,2024-08-16,Toronto,Youth,Emergency,40,40,100
30488,2024-08-16,Toronto,Youth,Transitional,23,23,100
30489,2024-08-16,Toronto,Women,Emergency,31,31,100
30490,2024-08-16,Toronto,Youth,Emergency,31,31,100
30491,2024-08-16,Toronto,Women,Emergency,28,28,100
30492,2024-08-16,Toronto,Youth,Emergency,27,27,100
30493,2024-08-16,Etobicoke,Youth,Emergency,33,33,100
30494,2024-08-16,Etobicoke,Youth,Transitional,20,20,100
30495,2024-08-16,Scarborough,Youth,Emergency,10,10,100
30496,2024-08-16,Scarborough,Youth,Transitional,39,41,95.12
30499,2024-08-17,Toronto,Mixed Adult,Emergency,8,8,100
30500,2024-08-17,Toronto,Mixed Adult,Emergency,8,8,100
30505,2024-08-17,Toronto,Men,Emergency,42,42,100
30506,2024-08-17,Toronto,Men,Emergency,29,29,100
30509,2024-08-17,Toronto,Men,Transitional,18,18,100
30514,2024-08-17,Toronto,Men,Transitional,68,68,100
30515,2024-08-17,Toronto,Men,Transitional,48,48,100
30516,2024-08-17,Toronto,Men,Emergency,101,101,100
30520,2024-08-17,Toronto,Mixed Adult,Transitional,92,92,100
30521,2024-08-17,Toronto,Men,Emergency,62,62,100
30522,2024-08-17,Toronto,Men,Emergency,67,67,100
30523,2024-08-17,Toronto,Men,Emergency,121,121,100
30524,2024-08-17,Toronto,Men,Transitional,35,36,97.22
30525,2024-08-17,Toronto,Men,Emergency,53,53,100
30526,2024-08-17,Toronto,Men,Emergency,35,35,100
30527,2024-08-17,Toronto,Mixed Adult,Transitional,34,35,97.14
30534,2024-08-17,Toronto,Women,Emergency,87,87,100
30535,2024-08-17,Toronto,Men,Emergency,28,28,100
30536,2024-08-17,Toronto,Youth,Transitional,2,2,100
30537,2024-08-17,Toronto,Youth,Emergency,94,94,100
30538,2024-08-17,Toronto,Youth,Transitional,28,28,100
30539,2024-08-17,Toronto,Mixed Adult,Emergency,78,78,100
30540,2024-08-17,Scarborough,Mixed Adult,Emergency,50,50,100
30541,2024-08-17,Toronto,Mixed Adult,Emergency,61,61,100
30542,2024-08-17,Toronto,Men,Emergency,30,30,100
30543,2024-08-17,Toronto,Youth,Transitional,50,50,100
30544,2024-08-17,Toronto,Youth,Emergency,40,40,100
30546,2024-08-17,Toronto,Mixed Adult,Transitional,5,5,100
30547,2024-08-17,Toronto,Mixed Adult,Transitional,8,8,100
30548,2024-08-17,Toronto,Women,Transitional,37,37,100
30549,2024-08-17,Toronto,Women,Transitional,26,26,100
30550,2024-08-17,Toronto,Women,Emergency,52,52,100
30551,2024-08-17,Toronto,Women,Emergency,35,35,100
30552,2024-08-17,Toronto,Mixed Adult,Emergency,69,69,100
30554,2024-08-17,Toronto,Mixed Adult,Emergency,70,70,100
30557,2024-08-17,Toronto,Men,Transitional,23,25,92
30558,2024-08-17,Toronto,Men,Emergency,35,35,100
30559,2024-08-17,Toronto,Men,Transitional,5,5,100
30560,2024-08-17,Toronto,Men,Emergency,21,21,100
30562,2024-08-17,Toronto,Women,Emergency,61,61,100
30563,2024-08-17,Toronto,Mixed Adult,Emergency,96,96,100
30564,2024-08-17,Toronto,Men,Emergency,33,33,100
30565,2024-08-17,Toronto,Women,Emergency,61,61,100
30566,2024-08-17,Toronto,Men,Emergency,74,74,100
30567,2024-08-17,Scarborough,Mixed Adult,Emergency,89,89,100
30568,2024-08-17,North York,Men,Emergency,278,278,100
30569,2024-08-17,North York,Women,Emergency,132,132,100
30570,2024-08-17,North York,Men,Emergency,4,4,100
30571,2024-08-17,North York,Women,Emergency,4,4,100
30575,2024-08-17,Toronto,Mixed Adult,Emergency,86,86,100
30576,2024-08-17,Toronto,Mixed Adult,Emergency,49,49,100
30577,2024-08-17,Toronto,Youth,Emergency,45,45,100
30578,2024-08-17,Toronto,Youth,Emergency,22,22,100
30579,2024-08-17,Toronto,Mixed Adult,Emergency,30,30,100
30580,2024-08-17,Toronto,Men,Emergency,53,53,100
30581,2024-08-17,Toronto,Men,Transitional,17,17,100
30582,2024-08-17,Toronto,Youth,Emergency,10,12,83.33
30583,2024-08-17,Toronto,Youth,Emergency,15,15,100
30584,2024-08-17,Toronto,Women,Emergency,16,16,100
30585,2024-08-17,Toronto,Women,Transitional,24,24,100
30586,2024-08-17,Toronto,Women,Emergency,41,41,100
30587,2024-08-17,Toronto,Women,Emergency,44,44,100
30588,2024-08-17,Toronto,Women,Transitional,30,30,100
30589,2024-08-17,Toronto,Mixed Adult,Emergency,72,72,100
30591,2024-08-17,Toronto,Women,Emergency,30,30,100
30598,2024-08-17,Toronto,Mixed Adult,Emergency,94,94,100
30600,2024-08-17,Toronto,Women,Emergency,86,86,100
30602,2024-08-17,Toronto,Men,Emergency,78,78,100
30604,2024-08-17,Toronto,Men,Emergency,263,264,99.62
30606,2024-08-17,Toronto,Men,Emergency,52,52,100
30607,2024-08-17,Toronto,Men,Emergency,46,46,100
30608,2024-08-17,Toronto,Women,Emergency,37,37,100
30609,2024-08-17,Toronto,Men,Emergency,71,71,100
30610,2024-08-17,Toronto,Men,Emergency,50,50,100
30612,2024-08-17,Toronto,Mixed Adult,Emergency,8,8,100
30613,2024-08-17,Toronto,Youth,Emergency,35,35,100
30614,2024-08-17,Toronto,Mixed Adult,Emergency,32,32,100
30617,2024-08-17,Toronto,Youth,Emergency,40,40,100
30618,2024-08-17,Toronto,Youth,Transitional,23,23,100
30619,2024-08-17,Toronto,Women,Emergency,31,31,100
30620,2024-08-17,Toronto,Youth,Emergency,31,31,100
30621,2024-08-17,Toronto,Women,Emergency,28,28,100
30622,2024-08-17,Toronto,Youth,Emergency,27,27,100
30623,2024-08-17,Etobicoke,Youth,Emergency,33,33,100
30624,2024-08-17,Etobicoke,Youth,Transitional,20,20,100
30625,2024-08-17,Scarborough,Youth,Emergency,10,10,100
30626,2024-08-17,Scarborough,Youth,Transitional,39,41,95.12
30629,2024-08-18,Toronto,Mixed Adult,Emergency,8,8,100
30630,2024-08-18,Toronto,Mixed Adult,Emergency,8,8,100
30635,2024-08-18,Toronto,Men,Emergency,42,42,100
30636,2024-08-18,Toronto,Men,Emergency,29,29,100
30639,2024-08-18,Toronto,Men,Transitional,18,18,100
30644,2024-08-18,Toronto,Men,Transitional,68,68,100
30645,2024-08-18,Toronto,Men,Transitional,48,48,100
30646,2024-08-18,Toronto,Men,Emergency,101,101,100
30650,2024-08-18,Toronto,Mixed Adult,Transitional,93,93,100
30651,2024-08-18,Toronto,Men,Emergency,62,62,100
30652,2024-08-18,Toronto,Men,Emergency,66,67,98.51
30653,2024-08-18,Toronto,Men,Emergency,121,121,100
30654,2024-08-18,Toronto,Men,Transitional,35,36,97.22
30655,2024-08-18,Toronto,Men,Emergency,53,53,100
30656,2024-08-18,Toronto,Men,Emergency,34,34,100
30657,2024-08-18,Toronto,Mixed Adult,Transitional,34,35,97.14
30664,2024-08-18,Toronto,Women,Emergency,87,87,100
30665,2024-08-18,Toronto,Men,Emergency,28,28,100
30666,2024-08-18,Toronto,Youth,Transitional,2,2,100
30667,2024-08-18,Toronto,Youth,Emergency,94,94,100
30668,2024-08-18,Toronto,Youth,Transitional,28,28,100
30669,2024-08-18,Toronto,Mixed Adult,Emergency,78,78,100
30670,2024-08-18,Scarborough,Mixed Adult,Emergency,50,50,100
30671,2024-08-18,Toronto,Mixed Adult,Emergency,61,61,100
30672,2024-08-18,Toronto,Men,Emergency,30,30,100
30673,2024-08-18,Toronto,Youth,Transitional,50,50,100
30674,2024-08-18,Toronto,Youth,Emergency,40,40,100
30676,2024-08-18,Toronto,Mixed Adult,Transitional,5,5,100
30677,2024-08-18,Toronto,Mixed Adult,Transitional,8,8,100
30678,2024-08-18,Toronto,Women,Transitional,37,37,100
30679,2024-08-18,Toronto,Women,Transitional,26,26,100
30680,2024-08-18,Toronto,Women,Emergency,52,52,100
30681,2024-08-18,Toronto,Women,Emergency,35,35,100
30682,2024-08-18,Toronto,Mixed Adult,Emergency,69,69,100
30684,2024-08-18,Toronto,Mixed Adult,Emergency,69,70,98.57
30687,2024-08-18,Toronto,Men,Transitional,23,25,92
30688,2024-08-18,Toronto,Men,Emergency,35,35,100
30689,2024-08-18,Toronto,Men,Transitional,5,5,100
30690,2024-08-18,Toronto,Men,Emergency,21,21,100
30692,2024-08-18,Toronto,Women,Emergency,61,61,100
30693,2024-08-18,Toronto,Mixed Adult,Emergency,96,96,100
30694,2024-08-18,Toronto,Men,Emergency,32,32,100
30695,2024-08-18,Toronto,Women,Emergency,61,61,100
30696,2024-08-18,Toronto,Men,Emergency,74,74,100
30697,2024-08-18,Scarborough,Mixed Adult,Emergency,89,89,100
30698,2024-08-18,North York,Men,Emergency,278,278,100
30699,2024-08-18,North York,Women,Emergency,132,132,100
30700,2024-08-18,North York,Men,Emergency,4,4,100
30701,2024-08-18,North York,Women,Emergency,4,4,100
30705,2024-08-18,Toronto,Mixed Adult,Emergency,86,86,100
30706,2024-08-18,Toronto,Mixed Adult,Emergency,49,49,100
30707,2024-08-18,Toronto,Youth,Emergency,45,45,100
30708,2024-08-18,Toronto,Youth,Emergency,22,22,100
30709,2024-08-18,Toronto,Mixed Adult,Emergency,30,30,100
30710,2024-08-18,Toronto,Men,Emergency,53,53,100
30711,2024-08-18,Toronto,Men,Transitional,17,17,100
30712,2024-08-18,Toronto,Youth,Emergency,10,12,83.33
30713,2024-08-18,Toronto,Youth,Emergency,15,15,100
30714,2024-08-18,Toronto,Women,Emergency,16,16,100
30715,2024-08-18,Toronto,Women,Transitional,24,24,100
30716,2024-08-18,Toronto,Women,Emergency,41,41,100
30717,2024-08-18,Toronto,Women,Emergency,44,44,100
30718,2024-08-18,Toronto,Women,Transitional,30,30,100
30719,2024-08-18,Toronto,Mixed Adult,Emergency,72,72,100
30721,2024-08-18,Toronto,Women,Emergency,30,30,100
30728,2024-08-18,Toronto,Mixed Adult,Emergency,94,94,100
30730,2024-08-18,Toronto,Women,Emergency,86,86,100
30732,2024-08-18,Toronto,Men,Emergency,78,78,100
30734,2024-08-18,Toronto,Men,Emergency,264,264,100
30736,2024-08-18,Toronto,Men,Emergency,52,52,100
30737,2024-08-18,Toronto,Men,Emergency,46,46,100
30738,2024-08-18,Toronto,Women,Emergency,37,37,100
30739,2024-08-18,Toronto,Men,Emergency,71,71,100
30740,2024-08-18,Toronto,Men,Emergency,50,50,100
30742,2024-08-18,Toronto,Mixed Adult,Emergency,8,8,100
30743,2024-08-18,Toronto,Youth,Emergency,35,35,100
30744,2024-08-18,Toronto,Mixed Adult,Emergency,32,32,100
30747,2024-08-18,Toronto,Youth,Emergency,40,40,100
30748,2024-08-18,Toronto,Youth,Transitional,23,23,100
30749,2024-08-18,Toronto,Women,Emergency,31,31,100
30750,2024-08-18,Toronto,Youth,Emergency,31,31,100
30751,2024-08-18,Toronto,Women,Emergency,28,28,100
30752,2024-08-18,Toronto,Youth,Emergency,27,27,100
30753,2024-08-18,Etobicoke,Youth,Emergency,33,33,100
30754,2024-08-18,Etobicoke,Youth,Transitional,20,20,100
30755,2024-08-18,Scarborough,Youth,Emergency,10,10,100
30756,2024-08-18,Scarborough,Youth,Transitional,39,41,95.12
30759,2024-08-19,Toronto,Mixed Adult,Emergency,8,8,100
30760,2024-08-19,Toronto,Mixed Adult,Emergency,8,8,100
30765,2024-08-19,Toronto,Men,Emergency,42,42,100
30766,2024-08-19,Toronto,Men,Emergency,29,29,100
30769,2024-08-19,Toronto,Men,Transitional,18,18,100
30774,2024-08-19,Toronto,Men,Transitional,68,68,100
30775,2024-08-19,Toronto,Men,Transitional,48,48,100
30776,2024-08-19,Toronto,Men,Emergency,101,101,100
30780,2024-08-19,Toronto,Mixed Adult,Transitional,93,93,100
30781,2024-08-19,Toronto,Men,Emergency,62,62,100
30782,2024-08-19,Toronto,Men,Emergency,67,67,100
30783,2024-08-19,Toronto,Men,Emergency,121,121,100
30784,2024-08-19,Toronto,Men,Transitional,35,36,97.22
30785,2024-08-19,Toronto,Men,Emergency,53,53,100
30786,2024-08-19,Toronto,Men,Emergency,33,34,97.06
30787,2024-08-19,Toronto,Mixed Adult,Transitional,33,35,94.29
30794,2024-08-19,Toronto,Women,Emergency,87,87,100
30795,2024-08-19,Toronto,Men,Emergency,28,28,100
30796,2024-08-19,Toronto,Youth,Transitional,2,2,100
30797,2024-08-19,Toronto,Youth,Emergency,94,94,100
30798,2024-08-19,Toronto,Youth,Transitional,28,28,100
30799,2024-08-19,Toronto,Mixed Adult,Emergency,78,78,100
30800,2024-08-19,Scarborough,Mixed Adult,Emergency,50,50,100
30801,2024-08-19,Toronto,Mixed Adult,Emergency,61,61,100
30802,2024-08-19,Toronto,Men,Emergency,30,30,100
30803,2024-08-19,Toronto,Youth,Transitional,50,50,100
30804,2024-08-19,Toronto,Youth,Emergency,40,40,100
30806,2024-08-19,Toronto,Mixed Adult,Transitional,5,5,100
30807,2024-08-19,Toronto,Mixed Adult,Transitional,8,8,100
30808,2024-08-19,Toronto,Women,Transitional,37,37,100
30809,2024-08-19,Toronto,Women,Transitional,26,26,100
30810,2024-08-19,Toronto,Women,Emergency,52,52,100
30811,2024-08-19,Toronto,Women,Emergency,35,35,100
30812,2024-08-19,Toronto,Mixed Adult,Emergency,69,69,100
30814,2024-08-19,Toronto,Mixed Adult,Emergency,70,70,100
30817,2024-08-19,Toronto,Men,Transitional,21,25,84
30818,2024-08-19,Toronto,Men,Emergency,35,35,100
30819,2024-08-19,Toronto,Men,Transitional,5,5,100
30820,2024-08-19,Toronto,Men,Emergency,21,21,100
30822,2024-08-19,Toronto,Women,Emergency,61,61,100
30823,2024-08-19,Toronto,Mixed Adult,Emergency,96,96,100
30824,2024-08-19,Toronto,Men,Emergency,32,32,100
30825,2024-08-19,Toronto,Women,Emergency,62,62,100
30826,2024-08-19,Toronto,Men,Emergency,75,75,100
30827,2024-08-19,Scarborough,Mixed Adult,Emergency,89,89,100
30828,2024-08-19,North York,Men,Emergency,278,278,100
30829,2024-08-19,North York,Women,Emergency,132,132,100
30830,2024-08-19,North York,Men,Emergency,4,4,100
30831,2024-08-19,North York,Women,Emergency,4,4,100
30835,2024-08-19,Toronto,Mixed Adult,Emergency,86,86,100
30836,2024-08-19,Toronto,Mixed Adult,Emergency,49,49,100
30837,2024-08-19,Toronto,Youth,Emergency,45,45,100
30838,2024-08-19,Toronto,Youth,Emergency,22,22,100
30839,2024-08-19,Toronto,Mixed Adult,Emergency,30,30,100
30840,2024-08-19,Toronto,Men,Emergency,53,53,100
30841,2024-08-19,Toronto,Men,Transitional,17,17,100
30842,2024-08-19,Toronto,Youth,Emergency,10,12,83.33
30843,2024-08-19,Toronto,Youth,Emergency,15,15,100
30844,2024-08-19,Toronto,Women,Emergency,16,16,100
30845,2024-08-19,Toronto,Women,Transitional,24,24,100
30846,2024-08-19,Toronto,Women,Emergency,41,41,100
30847,2024-08-19,Toronto,Women,Emergency,44,44,100
30848,2024-08-19,Toronto,Women,Transitional,30,30,100
30849,2024-08-19,Toronto,Mixed Adult,Emergency,72,72,100
30851,2024-08-19,Toronto,Women,Emergency,30,30,100
30858,2024-08-19,Toronto,Mixed Adult,Emergency,94,94,100
30860,2024-08-19,Toronto,Women,Emergency,86,86,100
30862,2024-08-19,Toronto,Men,Emergency,78,78,100
30864,2024-08-19,Toronto,Men,Emergency,264,264,100
30866,2024-08-19,Toronto,Men,Emergency,52,52,100
30867,2024-08-19,Toronto,Men,Emergency,46,46,100
30868,2024-08-19,Toronto,Women,Emergency,37,37,100
30869,2024-08-19,Toronto,Men,Emergency,71,71,100
30870,2024-08-19,Toronto,Men,Emergency,50,50,100
30872,2024-08-19,Toronto,Mixed Adult,Emergency,8,8,100
30873,2024-08-19,Toronto,Youth,Emergency,35,35,100
30874,2024-08-19,Toronto,Mixed Adult,Emergency,32,32,100
30877,2024-08-19,Toronto,Youth,Emergency,40,40,100
30878,2024-08-19,Toronto,Youth,Transitional,23,23,100
30879,2024-08-19,Toronto,Women,Emergency,31,31,100
30880,2024-08-19,Toronto,Youth,Emergency,31,31,100
30881,2024-08-19,Toronto,Women,Emergency,28,28,100
30882,2024-08-19,Toronto,Youth,Emergency,27,27,100
30883,2024-08-19,Etobicoke,Youth,Emergency,33,33,100
30884,2024-08-19,Etobicoke,Youth,Transitional,20,20,100
30885,2024-08-19,Scarborough,Youth,Emergency,10,10,100
30886,2024-08-19,Scarborough,Youth,Transitional,40,41,97.56
30889,2024-08-20,Toronto,Mixed Adult,Emergency,8,8,100
30890,2024-08-20,Toronto,Mixed Adult,Emergency,8,8,100
30895,2024-08-20,Toronto,Men,Emergency,42,42,100
30896,2024-08-20,Toronto,Men,Emergency,29,29,100
30899,2024-08-20,Toronto,Men,Transitional,18,18,100
30904,2024-08-20,Toronto,Men,Transitional,68,68,100
30905,2024-08-20,Toronto,Men,Transitional,48,48,100
30906,2024-08-20,Toronto,Men,Emergency,101,101,100
30910,2024-08-20,Toronto,Mixed Adult,Transitional,92,92,100
30911,2024-08-20,Toronto,Men,Emergency,62,62,100
30912,2024-08-20,Toronto,Men,Emergency,67,67,100
30913,2024-08-20,Toronto,Men,Emergency,121,121,100
30914,2024-08-20,Toronto,Men,Transitional,34,36,94.44
30915,2024-08-20,Toronto,Men,Emergency,53,53,100
30916,2024-08-20,Toronto,Men,Emergency,32,33,96.97
30917,2024-08-20,Toronto,Mixed Adult,Transitional,34,35,97.14
30924,2024-08-20,Toronto,Women,Emergency,87,87,100
30925,2024-08-20,Toronto,Men,Emergency,28,28,100
30926,2024-08-20,Toronto,Youth,Transitional,2,2,100
30927,2024-08-20,Toronto,Youth,Emergency,94,94,100
30928,2024-08-20,Toronto,Youth,Transitional,28,28,100
30929,2024-08-20,Toronto,Mixed Adult,Emergency,78,78,100
30930,2024-08-20,Scarborough,Mixed Adult,Emergency,50,50,100
30931,2024-08-20,Toronto,Mixed Adult,Emergency,61,61,100
30932,2024-08-20,Toronto,Men,Emergency,30,30,100
30933,2024-08-20,Toronto,Youth,Transitional,50,50,100
30934,2024-08-20,Toronto,Youth,Emergency,40,40,100
30936,2024-08-20,Toronto,Mixed Adult,Transitional,5,5,100
30937,2024-08-20,Toronto,Mixed Adult,Transitional,8,8,100
30938,2024-08-20,Toronto,Women,Transitional,37,37,100
30939,2024-08-20,Toronto,Women,Transitional,26,26,100
30940,2024-08-20,Toronto,Women,Emergency,52,52,100
30941,2024-08-20,Toronto,Women,Emergency,35,35,100
30942,2024-08-20,Toronto,Mixed Adult,Emergency,69,69,100
30944,2024-08-20,Toronto,Mixed Adult,Emergency,70,70,100
30947,2024-08-20,Toronto,Men,Transitional,23,25,92
30948,2024-08-20,Toronto,Men,Emergency,35,35,100
30949,2024-08-20,Toronto,Men,Transitional,5,5,100
30950,2024-08-20,Toronto,Men,Emergency,21,21,100
30952,2024-08-20,Toronto,Women,Emergency,61,61,100
30953,2024-08-20,Toronto,Mixed Adult,Emergency,96,103,93.2
30954,2024-08-20,Toronto,Men,Emergency,33,33,100
30955,2024-08-20,Toronto,Women,Emergency,64,64,100
30956,2024-08-20,Toronto,Men,Emergency,75,75,100
30957,2024-08-20,Scarborough,Mixed Adult,Emergency,89,89,100
30958,2024-08-20,North York,Men,Emergency,278,278,100
30959,2024-08-20,North York,Women,Emergency,132,132,100
30960,2024-08-20,North York,Men,Emergency,4,4,100
30961,2024-08-20,North York,Women,Emergency,4,4,100
30965,2024-08-20,Toronto,Mixed Adult,Emergency,86,86,100
30966,2024-08-20,Toronto,Mixed Adult,Emergency,49,49,100
30967,2024-08-20,Toronto,Youth,Emergency,45,45,100
30968,2024-08-20,Toronto,Youth,Emergency,22,22,100
30969,2024-08-20,Toronto,Mixed Adult,Emergency,30,30,100
30970,2024-08-20,Toronto,Men,Emergency,53,53,100
30971,2024-08-20,Toronto,Men,Transitional,17,17,100
30972,2024-08-20,Toronto,Youth,Emergency,10,12,83.33
30973,2024-08-20,Toronto,Youth,Emergency,15,15,100
30974,2024-08-20,Toronto,Women,Emergency,16,16,100
30975,2024-08-20,Toronto,Women,Transitional,24,24,100
30976,2024-08-20,Toronto,Women,Emergency,41,41,100
30977,2024-08-20,Toronto,Women,Emergency,44,44,100
30978,2024-08-20,Toronto,Women,Transitional,30,30,100
30979,2024-08-20,Toronto,Mixed Adult,Emergency,72,72,100
30981,2024-08-20,Toronto,Women,Emergency,30,30,100
30988,2024-08-20,Toronto,Mixed Adult,Emergency,94,94,100
30990,2024-08-20,Toronto,Women,Emergency,86,86,100
30992,2024-08-20,Toronto,Men,Emergency,78,78,100
30994,2024-08-20,Toronto,Men,Emergency,264,264,100
30996,2024-08-20,Toronto,Men,Emergency,52,52,100
30997,2024-08-20,Toronto,Men,Emergency,46,46,100
30998,2024-08-20,Toronto,Women,Emergency,37,37,100
30999,2024-08-20,Toronto,Men,Emergency,71,71,100
31000,2024-08-20,Toronto,Men,Emergency,50,50,100
31002,2024-08-20,Toronto,Mixed Adult,Emergency,8,8,100
31003,2024-08-20,Toronto,Youth,Emergency,35,35,100
31004,2024-08-20,Toronto,Mixed Adult,Emergency,32,32,100
31007,2024-08-20,Toronto,Youth,Emergency,40,40,100
31008,2024-08-20,Toronto,Youth,Transitional,23,23,100
31009,2024-08-20,Toronto,Women,Emergency,31,31,100
31010,2024-08-20,Toronto,Youth,Emergency,31,31,100
31011,2024-08-20,Toronto,Women,Emergency,28,28,100
31012,2024-08-20,Toronto,Youth,Emergency,27,27,100
31013,2024-08-20,Etobicoke,Youth,Emergency,33,33,100
31014,2024-08-20,Etobicoke,Youth,Transitional,20,20,100
31015,2024-08-20,Scarborough,Youth,Emergency,10,10,100
31016,2024-08-20,Scarborough,Youth,Transitional,40,41,97.56
31019,2024-08-21,Toronto,Mixed Adult,Emergency,8,8,100
31020,2024-08-21,Toronto,Mixed Adult,Emergency,8,8,100
31025,2024-08-21,Toronto,Men,Emergency,42,42,100
31026,2024-08-21,Toronto,Men,Emergency,29,29,100
31029,2024-08-21,Toronto,Men,Transitional,18,18,100
31034,2024-08-21,Toronto,Men,Transitional,68,68,100
31035,2024-08-21,Toronto,Men,Transitional,48,48,100
31036,2024-08-21,Toronto,Men,Emergency,101,101,100
31040,2024-08-21,Toronto,Mixed Adult,Transitional,93,93,100
31041,2024-08-21,Toronto,Men,Emergency,62,62,100
31042,2024-08-21,Toronto,Men,Emergency,67,67,100
31043,2024-08-21,Toronto,Men,Emergency,121,121,100
31044,2024-08-21,Toronto,Men,Transitional,34,36,94.44
31045,2024-08-21,Toronto,Men,Emergency,53,53,100
31046,2024-08-21,Toronto,Men,Emergency,32,32,100
31047,2024-08-21,Toronto,Mixed Adult,Transitional,35,35,100
31054,2024-08-21,Toronto,Women,Emergency,87,87,100
31055,2024-08-21,Toronto,Men,Emergency,28,28,100
31056,2024-08-21,Toronto,Youth,Transitional,2,2,100
31057,2024-08-21,Toronto,Youth,Emergency,94,94,100
31058,2024-08-21,Toronto,Youth,Transitional,28,28,100
31059,2024-08-21,Toronto,Mixed Adult,Emergency,78,78,100
31060,2024-08-21,Scarborough,Mixed Adult,Emergency,50,50,100
31061,2024-08-21,Toronto,Mixed Adult,Emergency,61,61,100
31062,2024-08-21,Toronto,Men,Emergency,30,30,100
31063,2024-08-21,Toronto,Youth,Transitional,50,50,100
31064,2024-08-21,Toronto,Youth,Emergency,40,40,100
31066,2024-08-21,Toronto,Mixed Adult,Transitional,5,5,100
31067,2024-08-21,Toronto,Mixed Adult,Transitional,8,8,100
31068,2024-08-21,Toronto,Women,Transitional,37,37,100
31069,2024-08-21,Toronto,Women,Transitional,26,26,100
31070,2024-08-21,Toronto,Women,Emergency,52,52,100
31071,2024-08-21,Toronto,Women,Emergency,35,35,100
31072,2024-08-21,Toronto,Mixed Adult,Emergency,69,69,100
31074,2024-08-21,Toronto,Mixed Adult,Emergency,70,70,100
31077,2024-08-21,Toronto,Men,Transitional,24,25,96
31078,2024-08-21,Toronto,Men,Emergency,35,35,100
31079,2024-08-21,Toronto,Men,Transitional,5,5,100
31080,2024-08-21,Toronto,Men,Emergency,21,21,100
31082,2024-08-21,Toronto,Women,Emergency,61,61,100
31083,2024-08-21,Toronto,Mixed Adult,Emergency,92,102,90.2
31084,2024-08-21,Toronto,Men,Emergency,34,34,100
31085,2024-08-21,Toronto,Women,Emergency,64,64,100
31086,2024-08-21,Toronto,Men,Emergency,75,75,100
31087,2024-08-21,Scarborough,Mixed Adult,Emergency,89,89,100
31088,2024-08-21,North York,Men,Emergency,278,278,100
31089,2024-08-21,North York,Women,Emergency,132,132,100
31090,2024-08-21,North York,Men,Emergency,4,4,100
31091,2024-08-21,North York,Women,Emergency,4,4,100
31095,2024-08-21,Toronto,Mixed Adult,Emergency,86,86,100
31096,2024-08-21,Toronto,Mixed Adult,Emergency,49,49,100
31097,2024-08-21,Toronto,Youth,Emergency,44,45,97.78
31098,2024-08-21,Toronto,Youth,Emergency,22,22,100
31099,2024-08-21,Toronto,Mixed Adult,Emergency,30,30,100
31100,2024-08-21,Toronto,Men,Emergency,52,53,98.11
31101,2024-08-21,Toronto,Men,Transitional,17,17,100
31102,2024-08-21,Toronto,Youth,Emergency,10,12,83.33
31103,2024-08-21,Toronto,Youth,Emergency,15,15,100
31104,2024-08-21,Toronto,Women,Emergency,16,16,100
31105,2024-08-21,Toronto,Women,Transitional,24,24,100
31106,2024-08-21,Toronto,Women,Emergency,41,41,100
31107,2024-08-21,Toronto,Women,Emergency,44,44,100
31108,2024-08-21,Toronto,Women,Transitional,30,30,100
31109,2024-08-21,Toronto,Mixed Adult,Emergency,72,72,100
31111,2024-08-21,Toronto,Women,Emergency,30,30,100
31118,2024-08-21,Toronto,Mixed Adult,Emergency,94,94,100
31120,2024-08-21,Toronto,Women,Emergency,86,86,100
31122,2024-08-21,Toronto,Men,Emergency,78,78,100
31124,2024-08-21,Toronto,Men,Emergency,264,264,100
31126,2024-08-21,Toronto,Men,Emergency,52,52,100
31127,2024-08-21,Toronto,Men,Emergency,46,46,100
31128,2024-08-21,Toronto,Women,Emergency,37,37,100
31129,2024-08-21,Toronto,Men,Emergency,71,71,100
31130,2024-08-21,Toronto,Men,Emergency,50,50,100
31132,2024-08-21,Toronto,Mixed Adult,Emergency,8,8,100
31133,2024-08-21,Toronto,Youth,Emergency,35,35,100
31134,2024-08-21,Toronto,Mixed Adult,Emergency,32,32,100
31137,2024-08-21,Toronto,Youth,Emergency,40,40,100
31138,2024-08-21,Toronto,Youth,Transitional,23,23,100
31139,2024-08-21,Toronto,Women,Emergency,31,31,100
31140,2024-08-21,Toronto,Youth,Emergency,31,31,100
31141,2024-08-21,Toronto,Women,Emergency,28,28,100
31142,2024-08-21,Toronto,Youth,Emergency,27,27,100
31143,2024-08-21,Etobicoke,Youth,Emergency,33,33,100
